object_id,category,reference_count,placement_count,nif_converted,nif_path,nif_size_bytes,mesh_files_count,mesh_total_size_bytes,primary_texture,all_textures,texture_count,mat_files_count,primary_mat,primary_tex_upscaled,primary_tex_original,conversion_status
ex_drystonewall_c_01,meshes,3,3,True,meshes\ex_drystonewall_c_01.nif,951,2,8962,tx_stone_plain_01,tx_stone_plain_01; tx_wall_stone_01,2,2,Materials\morrowind\tx_stone_plain_01.mat,True,True,complete
ex_drystonewall_end_01,meshes,1,1,True,meshes\ex_drystonewall_end_01.nif,965,2,7398,tx_stone_plain_01,tx_stone_plain_01; tx_wall_stone_01,2,2,Materials\morrowind\tx_stone_plain_01.mat,True,True,complete
ex_drystonewall_s_01,meshes,6,6,True,meshes\ex_drystonewall_s_01.nif,951,2,6154,tx_stone_plain_01,tx_stone_plain_01; tx_wall_stone_01,2,2,Materials\morrowind\tx_stone_plain_01.mat,True,True,complete
ex_nord_chimney_01,meshes,4,4,True,meshes\ex_nord_chimney_01.nif,1472,4,3956,_left_01,_left_01; _mid_01; _right_01; tx_stone_plain_01,4,1,Materials\morrowind\_left_01.mat,False,False,complete
ex_nord_door_01,meshes,18,18,True,meshes\ex_nord_door_01.nif,1173,3,4492,tx_hinge_01,tx_hinge_01; tx_metal_strip_01; tx_wood_brown_posts_02,3,3,Materials\morrowind\tx_hinge_01.mat,True,True,complete
ex_nord_door_01-back,meshes,1,1,False,,0,0,0,,,0,0,,False,False,not_converted
ex_nord_doorf_01,meshes,11,11,True,meshes\ex_nord_doorf_01.nif,923,2,8482,tx_stone_plain_01,tx_stone_plain_01; tx_wood_brown_posts_02,2,2,Materials\morrowind\tx_stone_plain_01.mat,True,True,complete
ex_nord_house_01,meshes,2,2,True,meshes\ex_nord_house_01.nif,2776,9,23718,_left_01,_left_01; _right_01; tx_stone_plain_01; tx_thatch_01; tx_wall_stone_01; tx_wood_brown_posts_02; tx_wood_brown_rings_01,7,5,Materials\morrowind\_left_01.mat,False,False,complete
ex_nord_house_02,meshes,2,2,True,meshes\ex_nord_house_02.nif,2510,8,39806,_left_01,_left_01; _mid_01; _right_01; tx_stone_plain_01; tx_thatch_01; tx_wall_stone_01; tx_wood_brown_posts_02; tx_wood_brown_rings_01,8,5,Materials\morrowind\_left_01.mat,False,False,complete
ex_nord_house_03,meshes,3,3,True,meshes\ex_nord_house_03.nif,3042,10,21272,_left_01,_left_01; _right_01; tx_stone_plain_01; tx_thatch_01; tx_wall_stone_01; tx_wall_stuccostone_01; tx_wall_stuccostone_el_01; tx_wall_stuccostone_er_01; tx_wood_brown_posts_02; tx_wood_brown_rings_01,10,8,Materials\morrowind\_left_01.mat,False,False,complete
ex_nord_rock_01,meshes,5,5,True,meshes\ex_nord_rock_01.nif,620,1,1670,tx_stone_plain_01,tx_stone_plain_01,1,1,Materials\morrowind\tx_stone_plain_01.mat,True,True,complete
ex_nord_rock_02,meshes,2,2,True,meshes\ex_nord_rock_02.nif,620,1,1376,tx_stone_plain_01,tx_stone_plain_01,1,1,Materials\morrowind\tx_stone_plain_01.mat,True,True,complete
ex_nord_win_01,meshes,31,31,True,meshes\ex_nord_win_01.nif,1423,4,6340,tx_hinge_01,tx_hinge_01; tx_metal_strip_01; tx_stone_plain_01; tx_wood_brown_posts_02,4,4,Materials\morrowind\tx_hinge_01.mat,True,True,complete
ex_nord_win_02,meshes,9,9,True,meshes\ex_nord_win_02.nif,1423,4,5566,tx_hinge_01,tx_hinge_01; tx_metal_strip_01; tx_stone_plain_01; tx_wood_brown_posts_02,4,4,Materials\morrowind\tx_hinge_01.mat,True,True,complete
ex_ship_plank,meshes,1,1,True,meshes\ex_ship_plank.nif,638,1,6120,tx_wood_wethered,tx_wood_wethered,1,1,Materials\morrowind\tx_wood_wethered.mat,True,True,complete
ex_shore_all_lev+0,meshes,1,1,False,,0,0,0,,,0,0,,False,False,not_converted
fargoth,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
fine_mouth,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
flora_bc_fern_01,other,3,3,True,meshes\flora_bc_fern_01.nif,1200,1,1040,tx_bc_fern_02,tx_bc_fern_02; tx_bc_fern_pod; tx_bc_fern_stem,3,3,Materials\morrowind\tx_bc_fern_02.mat,True,True,complete
flora_bc_fern_02,other,5,5,True,meshes\flora_bc_fern_02.nif,862,1,1040,tx_bc_fern_02,tx_bc_fern_02; tx_bc_fern_stem,2,2,Materials\morrowind\tx_bc_fern_02.mat,True,True,complete
flora_bc_fern_03,other,11,11,True,meshes\flora_bc_fern_03.nif,866,1,1040,tx_bc_fern_01,tx_bc_fern_01; tx_bc_fern_stem,2,2,Materials\morrowind\tx_bc_fern_01.mat,True,True,complete
flora_bc_fern_04,other,2,2,True,meshes\flora_bc_fern_04.nif,866,1,1040,tx_bc_fern_01,tx_bc_fern_01; tx_bc_fern_stem,2,2,Materials\morrowind\tx_bc_fern_01.mat,True,True,complete
flora_bc_grass_01,other,41,41,True,meshes\flora_bc_grass_01.nif,660,1,15792,tx_bc_grassblade,tx_bc_grassblade,1,1,Materials\morrowind\tx_bc_grassblade.mat,True,True,complete
flora_bc_grass_02,other,2,2,True,meshes\flora_bc_grass_02.nif,660,1,15792,tx_bc_grassblade,tx_bc_grassblade,1,1,Materials\morrowind\tx_bc_grassblade.mat,True,True,complete
flora_bc_knee_01,other,4,4,True,meshes\flora_bc_knee_01.nif,653,1,2188,tx_bc_bark_01,tx_bc_bark_01,1,1,Materials\morrowind\tx_bc_bark_01.mat,True,True,complete
flora_bc_knee_02,other,7,7,True,meshes\flora_bc_knee_02.nif,653,1,2188,tx_bc_bark_01,tx_bc_bark_01,1,1,Materials\morrowind\tx_bc_bark_01.mat,True,True,complete
flora_bc_knee_03,other,7,7,True,meshes\flora_bc_knee_03.nif,653,1,2530,tx_bc_bark_01,tx_bc_bark_01,1,1,Materials\morrowind\tx_bc_bark_01.mat,True,True,complete
flora_bc_knee_04,other,1,1,True,meshes\flora_bc_knee_04.nif,653,1,7422,tx_bc_bark_01,tx_bc_bark_01,1,1,Materials\morrowind\tx_bc_bark_01.mat,True,True,complete
flora_bc_lilypad_02,other,12,12,True,meshes\flora_bc_lilypad_02.nif,991,1,524,tx_bc_fern_stem,tx_bc_fern_stem; tx_bc_lilypad_02,2,2,Materials\morrowind\tx_bc_fern_stem.mat,True,True,complete
flora_bc_log_01,other,1,1,True,meshes\flora_bc_log_01.nif,649,1,17354,tx_bc_bark_02,tx_bc_bark_02,1,1,Materials\morrowind\tx_bc_bark_02.mat,True,True,complete
flora_bc_mushroom_01,other,4,4,True,meshes\flora_bc_mushroom_01.nif,1229,3,4158,tx_bc_mushroom_01,tx_bc_mushroom_01; tx_bc_mushroom_02; tx_bc_mushroom_03,3,3,Materials\morrowind\tx_bc_mushroom_01.mat,True,True,complete
flora_bc_mushroom_02,other,4,4,True,meshes\flora_bc_mushroom_02.nif,1229,3,4158,tx_bc_mushroom_01,tx_bc_mushroom_01; tx_bc_mushroom_02; tx_bc_mushroom_03,3,3,Materials\morrowind\tx_bc_mushroom_01.mat,True,True,complete
flora_bc_mushroom_03,other,3,3,True,meshes\flora_bc_mushroom_03.nif,1229,3,4158,tx_bc_mushroom_01,tx_bc_mushroom_01; tx_bc_mushroom_02; tx_bc_mushroom_03,3,3,Materials\morrowind\tx_bc_mushroom_01.mat,True,True,complete
flora_bc_mushroom_04,other,3,3,True,meshes\flora_bc_mushroom_04.nif,1229,3,4158,tx_bc_mushroom_01,tx_bc_mushroom_01; tx_bc_mushroom_02; tx_bc_mushroom_03,3,3,Materials\morrowind\tx_bc_mushroom_01.mat,True,True,complete
flora_bc_mushroom_05,other,1,1,True,meshes\flora_bc_mushroom_05.nif,1229,3,4158,tx_bc_mushroom_01,tx_bc_mushroom_01; tx_bc_mushroom_02; tx_bc_mushroom_03,3,3,Materials\morrowind\tx_bc_mushroom_01.mat,True,True,complete
flora_bc_mushroom_06,other,1,1,True,meshes\flora_bc_mushroom_06.nif,1229,3,3960,tx_bc_mushroom_02,tx_bc_mushroom_02; tx_bc_mushroom_03; tx_bc_mushroom_04,3,3,Materials\morrowind\tx_bc_mushroom_02.mat,True,True,complete
flora_bc_mushroom_07,other,3,3,True,meshes\flora_bc_mushroom_07.nif,1229,3,3960,tx_bc_mushroom_02,tx_bc_mushroom_02; tx_bc_mushroom_03; tx_bc_mushroom_04,3,3,Materials\morrowind\tx_bc_mushroom_02.mat,True,True,complete
flora_bc_mushroom_08,other,4,4,True,meshes\flora_bc_mushroom_08.nif,1229,3,3960,tx_bc_mushroom_02,tx_bc_mushroom_02; tx_bc_mushroom_03; tx_bc_mushroom_04,3,3,Materials\morrowind\tx_bc_mushroom_02.mat,True,True,complete
flora_bc_podplant_01,other,3,3,True,meshes\flora_bc_podplant_01.nif,951,2,4786,tx_bc_podplant_01,tx_bc_podplant_01; tx_bc_podplant_02,2,2,Materials\morrowind\tx_bc_podplant_01.mat,True,True,complete
flora_bc_podplant_03,other,1,1,True,meshes\flora_bc_podplant_03.nif,3197,3,9024,tx_bc_podplant_01,tx_bc_podplant_01; tx_bc_podplant_02; tx_bc_podplant_03; tx_bc_podplant_04,4,4,Materials\morrowind\tx_bc_podplant_01.mat,True,True,complete
flora_bc_shelffungus_01,other,6,6,True,meshes\flora_bc_shelffungus_01.nif,976,2,1624,tx_bc_fungusbottom_01,tx_bc_fungusbottom_01; tx_bc_fungustop_01,2,2,Materials\morrowind\tx_bc_fungusbottom_01.mat,True,True,complete
flora_bc_shelffungus_02,other,1,1,True,meshes\flora_bc_shelffungus_02.nif,976,2,1624,tx_bc_fungusbottom_01,tx_bc_fungusbottom_01; tx_bc_fungustop_01,2,2,Materials\morrowind\tx_bc_fungusbottom_01.mat,True,True,complete
flora_bc_shelffungus_03,other,5,5,True,meshes\flora_bc_shelffungus_03.nif,976,2,1624,tx_bc_fungusbottom_02,tx_bc_fungusbottom_02; tx_bc_fungustop_02,2,2,Materials\morrowind\tx_bc_fungusbottom_02.mat,True,True,complete
flora_bc_shelffungus_04,other,1,1,True,meshes\flora_bc_shelffungus_04.nif,976,2,1624,tx_bc_fungusbottom_02,tx_bc_fungusbottom_02; tx_bc_fungustop_02,2,2,Materials\morrowind\tx_bc_fungusbottom_02.mat,True,True,complete
flora_bc_tree_02,other,5,5,True,meshes\flora_bc_tree_02.nif,20699,2,37390,tx_bc_bark_02,tx_bc_bark_02; tx_bc_bark_04; tx_bc_leaves_02; tx_bc_moss_01; tx_bc_moss_02,5,5,Materials\morrowind\tx_bc_bark_02.mat,True,True,complete
flora_bc_tree_04,other,1,1,True,meshes\flora_bc_tree_04.nif,3417,3,43910,tx_bc_bark_01,tx_bc_bark_01; tx_bc_bark_02; tx_bc_bark_04; tx_bc_moss_01; tx_bc_moss_02; tx_bc_moss_03,6,6,Materials\morrowind\tx_bc_bark_01.mat,True,True,complete
flora_bc_tree_06,other,1,1,True,meshes\flora_bc_tree_06.nif,3441,3,39776,tx_bc_bark_01,tx_bc_bark_01; tx_bc_bark_02; tx_bc_bark_04; tx_bc_moss_01; tx_bc_moss_02; tx_bc_moss_03,6,6,Materials\morrowind\tx_bc_bark_01.mat,True,True,complete
flora_bc_tree_08,other,2,2,True,meshes\flora_bc_tree_08.nif,3175,2,37626,tx_bc_bark_02,tx_bc_bark_02; tx_bc_bark_04; tx_bc_moss_01; tx_bc_moss_02; tx_bc_moss_03,5,5,Materials\morrowind\tx_bc_bark_02.mat,True,True,complete
flora_bc_tree_09,other,1,1,True,meshes\flora_bc_tree_09.nif,653,1,18400,tx_bc_bark_03,tx_bc_bark_03,1,1,Materials\morrowind\tx_bc_bark_03.mat,True,True,complete
flora_bc_tree_10,other,1,1,True,meshes\flora_bc_tree_10.nif,653,1,24412,tx_bc_bark_03,tx_bc_bark_03,1,1,Materials\morrowind\tx_bc_bark_03.mat,True,True,complete
flora_bc_tree_11,other,1,1,True,meshes\flora_bc_tree_11.nif,653,1,10782,tx_bc_bark_03,tx_bc_bark_03,1,1,Materials\morrowind\tx_bc_bark_03.mat,True,True,complete
flora_bc_tree_12,other,3,3,True,meshes\flora_bc_tree_12.nif,653,1,8304,tx_bc_bark_01,tx_bc_bark_01,1,1,Materials\morrowind\tx_bc_bark_01.mat,True,True,complete
flora_bc_tree_13,other,1,1,True,meshes\flora_bc_tree_13.nif,653,1,8326,tx_bc_bark_02,tx_bc_bark_02,1,1,Materials\morrowind\tx_bc_bark_02.mat,True,True,complete
flora_treestump_unique,other,1,1,False,,0,0,0,,,0,0,,False,False,not_converted
food_kwama_egg_02,other,1,1,True,meshes\food_kwama_egg_02.nif,660,1,4976,tx_kwama_egge_00,tx_kwama_egge_00,1,1,Materials\morrowind\tx_kwama_egge_00.mat,True,True,complete
foryn gilnith,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
furn_c_t_theif_01,meshes,1,1,True,meshes\furn_c_t_theif_01.nif,1814,4,8040,tx_c_t_thief_01,tx_c_t_thief_01; tx_metal_pewter_04; tx_metal_strip_02; tx_ropestrip_01; tx_wood_brown_shelf,5,5,Materials\morrowind\tx_c_t_thief_01.mat,True,True,complete
furn_c_t_warrior_01,meshes,1,1,True,meshes\furn_c_t_warrior_01.nif,1842,4,8040,tx_c_t_warrior_01,tx_c_t_warrior_01; tx_metal_pewter_04; tx_metal_strip_02; tx_ropestrip_01; tx_wood_brown_shelf,5,5,Materials\morrowind\tx_c_t_warrior_01.mat,True,True,complete
furn_c_t_wizard_01,meshes,1,1,True,meshes\furn_c_t_wizard_01.nif,1828,4,8040,tx_c_t_wizard_01,tx_c_t_wizard_01; tx_metal_pewter_04; tx_metal_strip_02; tx_ropestrip_01; tx_wood_brown_shelf,5,5,Materials\morrowind\tx_c_t_wizard_01.mat,True,True,complete
furn_com_cauldron_01,meshes,2,2,True,meshes\furn_com_cauldron_01.nif,1231,3,7500,tx_metal_iron_rusty,tx_metal_iron_rusty; tx_metal_iron_rusty_01; tx_metal_strip_02,3,3,Materials\morrowind\tx_metal_iron_rusty.mat,True,True,complete
furn_com_cauldron_02,meshes,1,1,True,meshes\furn_com_cauldron_02.nif,675,1,7902,tx_metal_iron_rusty,tx_metal_iron_rusty,1,1,Materials\morrowind\tx_metal_iron_rusty.mat,True,True,complete
furn_com_coatofarms_01,meshes,2,2,True,meshes\furn_com_coatofarms_01.nif,1252,3,3136,tx_wood_brown_shield,tx_wood_brown_shield; tx_wood_brown_strip; tx_wood_coatofarms_01,3,3,Materials\morrowind\tx_wood_brown_shield.mat,True,True,complete
furn_com_fence_03,meshes,2,2,True,meshes\furn_com_fence_03.nif,930,2,4750,tx_metal_strip_01,tx_metal_strip_01; tx_wood_brown_posts_02,2,2,Materials\morrowind\tx_metal_strip_01.mat,True,True,complete
furn_com_lantern_hook,meshes,8,8,True,meshes\furn_com_lantern_hook.nif,677,2,12280,tx_metal_strip_02,tx_metal_strip_02,1,1,Materials\morrowind\tx_metal_strip_02.mat,True,True,complete
furn_com_lantern_hook_02,meshes,8,8,True,meshes\furn_com_lantern_hook_02.nif,689,1,6140,tx_metal_strip_01,tx_metal_strip_01,1,1,Materials\morrowind\tx_metal_strip_01.mat,True,True,complete
furn_com_p_bench_01,meshes,9,9,False,,0,0,0,,,0,0,,False,False,not_converted
furn_com_p_shelf_03,meshes,4,4,False,,0,0,0,,,0,0,,False,False,not_converted
furn_com_p_shelf_04,meshes,1,1,False,,0,0,0,,,0,0,,False,False,not_converted
furn_com_p_table_01,meshes,5,5,False,,0,0,0,,,0,0,,False,False,not_converted
furn_com_pm_stool_02,meshes,5,5,False,,0,0,0,,,0,0,,False,False,not_converted
furn_com_r_bookshelf_01,meshes,3,3,False,,0,0,0,,,0,0,,False,False,not_converted
furn_com_r_chair_01,meshes,2,2,False,,0,0,0,,,0,0,,False,False,not_converted
furn_com_r_table_01,meshes,2,2,False,,0,0,0,,,0,0,,False,False,not_converted
furn_com_rm_barstool,meshes,3,3,False,,0,0,0,,,0,0,,False,False,not_converted
furn_com_rm_bench_02,meshes,9,9,False,,0,0,0,,,0,0,,False,False,not_converted
furn_com_rm_bookshelf_02,meshes,2,2,False,,0,0,0,,,0,0,,False,False,not_converted
furn_com_rm_chair_03,meshes,9,9,False,,0,0,0,,,0,0,,False,False,not_converted
furn_com_rm_shelf_01,meshes,3,3,False,,0,0,0,,,0,0,,False,False,not_converted
furn_com_rm_table_03,meshes,1,1,False,,0,0,0,,,0,0,,False,False,not_converted
furn_com_rm_table_04,meshes,3,3,False,,0,0,0,,,0,0,,False,False,not_converted
furn_com_rm_table_05,meshes,2,2,False,,0,0,0,,,0,0,,False,False,not_converted
furn_com_tapestry_01,meshes,3,3,True,meshes\furn_com_tapestry_01.nif,1848,4,8700,tx_fabric_tapestry,tx_fabric_tapestry; tx_metal_pewter_04; tx_metal_strip_02; tx_rope_heavy_01; tx_wood_brown_shelf,5,5,Materials\morrowind\tx_fabric_tapestry.mat,True,True,complete
furn_com_tapestry_02,meshes,22,22,True,meshes\furn_com_tapestry_02.nif,1855,4,8700,tx_fabric_tapestry_01,tx_fabric_tapestry_01; tx_metal_pewter_04; tx_metal_strip_02; tx_rope_heavy_01; tx_wood_brown_shelf,5,5,Materials\morrowind\tx_fabric_tapestry_01.mat,True,True,complete
furn_com_tapestry_03,meshes,30,30,True,meshes\furn_com_tapestry_03.nif,1855,4,8700,tx_fabric_tapestry_03,tx_fabric_tapestry_03; tx_metal_pewter_04; tx_metal_strip_02; tx_rope_heavy_01; tx_wood_brown_shelf,5,5,Materials\morrowind\tx_fabric_tapestry_03.mat,True,True,complete
furn_com_tapestry_04,meshes,16,16,True,meshes\furn_com_tapestry_04.nif,1855,4,8700,tx_fabric_tapestry_04,tx_fabric_tapestry_04; tx_metal_pewter_04; tx_metal_strip_02; tx_rope_heavy_01; tx_wood_brown_shelf,5,5,Materials\morrowind\tx_fabric_tapestry_04.mat,True,True,complete
furn_com_tapestry_05,meshes,4,4,True,meshes\furn_com_tapestry_05.nif,1855,4,8700,tx_fabric_tapestry_02,tx_fabric_tapestry_02; tx_metal_pewter_04; tx_metal_strip_02; tx_rope_heavy_01; tx_wood_brown_shelf,5,5,Materials\morrowind\tx_fabric_tapestry_02.mat,True,True,complete
furn_com_torch_ring_01,meshes,3,3,True,meshes\furn_com_torch_ring_01.nif,686,1,2388,tx_metal_iron_rusty_01,tx_metal_iron_rusty_01,1,1,Materials\morrowind\tx_metal_iron_rusty_01.mat,True,True,complete
furn_crate_lid_01,meshes,2,2,True,meshes\furn_crate_lid_01.nif,264,0,0,tx_border_metal_bronze_01,tx_border_metal_bronze_01; tx_wood_brown_box_01,2,2,Materials\morrowind\tx_border_metal_bronze_01.mat,True,True,complete
furn_crate_open_01,meshes,1,1,True,meshes\furn_crate_open_01.nif,940,2,1592,tx_wood_brown_box_01,tx_wood_brown_box_01; tx_wood_brown_posts_02,2,2,Materials\morrowind\tx_wood_brown_box_01.mat,True,True,complete
furn_de_ex_stool_02,meshes,7,7,True,meshes\furn_de_ex_stool_02.nif,950,2,5214,tx_wood_weathered_rings,tx_wood_weathered_rings; tx_wood_wethered,2,2,Materials\morrowind\tx_wood_weathered_rings.mat,True,True,complete
furn_de_ex_table_02,meshes,5,5,True,meshes\furn_de_ex_table_02.nif,950,2,8118,tx_wood_weathered_rings,tx_wood_weathered_rings; tx_wood_wethered,2,2,Materials\morrowind\tx_wood_weathered_rings.mat,True,True,complete
furn_de_firepit,meshes,2,2,True,meshes\furn_de_firepit.nif,1702,5,20126,tx_ash_firepit,tx_ash_firepit; tx_rope_heavy; tx_stone_darkgrey_01; tx_wood_weathered_rings; tx_wood_wethered,5,5,Materials\morrowind\tx_ash_firepit.mat,True,True,complete
furn_de_rope_03,meshes,5,5,True,meshes\furn_de_rope_03.nif,649,1,1154,tx_rope_heavy,tx_rope_heavy,1,1,Materials\morrowind\tx_rope_heavy.mat,True,True,complete
furn_de_rug_big_05,meshes,1,1,False,,0,0,0,,,0,0,,False,False,not_converted
furn_de_rug_big_06,meshes,16,16,False,,0,0,0,,,0,0,,False,False,not_converted
furn_de_shack_basket_01,meshes,4,4,True,meshes\furn_de_shack_basket_01.nif,970,2,24952,tx_shack_wicker,tx_shack_wicker; tx_shack_wicker_01,2,2,Materials\morrowind\tx_shack_wicker.mat,True,True,complete
furn_de_shack_basket_02,meshes,2,2,True,meshes\furn_de_shack_basket_02.nif,970,2,23364,tx_shack_wicker,tx_shack_wicker; tx_shack_wicker_01,2,2,Materials\morrowind\tx_shack_wicker.mat,True,True,complete
furn_de_shack_hook,meshes,3,3,True,meshes\furn_de_shack_hook.nif,665,1,3270,tx_metal_strip_02,tx_metal_strip_02,1,1,Materials\morrowind\tx_metal_strip_02.mat,True,True,complete
furn_de_shack_post,meshes,6,6,True,meshes\furn_de_shack_post.nif,1205,3,2660,tx_rope_heavy,tx_rope_heavy; tx_wood_weathered_rings; tx_wood_wethered,3,3,Materials\morrowind\tx_rope_heavy.mat,True,True,complete
furn_de_tapestry_03,meshes,5,5,True,meshes\furn_de_tapestry_03.nif,1842,4,4020,tx_de_tapestry_03,tx_de_tapestry_03; tx_metal_strip_02; tx_ropestrip_01; tx_wood_oldwood_rings; tx_wood_oldwood_scarred,5,5,Materials\morrowind\tx_de_tapestry_03.mat,True,True,complete
furn_firepit00,meshes,1,1,True,meshes\furn_firepit00.nif,1164,3,12924,tx_ashpile00,tx_ashpile00; tx_crackedplaster00; tx_strong_brick00,3,3,Materials\morrowind\tx_ashpile00.mat,True,True,complete
furn_hook_01,meshes,1,1,True,meshes\furn_hook_01.nif,639,1,1528,tx_guar_nail_00,tx_guar_nail_00,1,1,Materials\morrowind\tx_guar_nail_00.mat,True,True,complete
furn_imp_signbase_01,meshes,2,2,False,,0,0,0,,,0,0,,False,False,not_converted
furn_log_01,meshes,3,3,True,meshes\furn_log_01.nif,893,2,1332,tx_wood_brown_posts_02,tx_wood_brown_posts_02; tx_wood_brown_rings_01,2,2,Materials\morrowind\tx_wood_brown_posts_02.mat,True,True,complete
furn_log_03,meshes,3,3,True,meshes\furn_log_03.nif,893,2,1332,tx_wood_brown_posts_02,tx_wood_brown_posts_02; tx_wood_brown_rings_01,2,2,Materials\morrowind\tx_wood_brown_posts_02.mat,True,True,complete
furn_log_04,meshes,19,19,True,meshes\furn_log_04.nif,1144,3,1136,tx_wood_brown_posts_02,tx_wood_brown_posts_02; tx_wood_brown_rings_01; tx_wood_khaki_01,3,3,Materials\morrowind\tx_wood_brown_posts_02.mat,True,True,complete
furn_sign_inn_arrille,meshes,2,2,False,,0,0,0,,,0,0,,False,False,not_converted
furn_woodbar_01,meshes,2,2,True,meshes\furn_woodbar_01.nif,658,1,762,tx_wood_brown_posts_02,tx_wood_brown_posts_02,1,1,Materials\morrowind\tx_wood_brown_posts_02.mat,True,True,complete
h2o_all_lev+0,other,2,0,False,,0,0,0,,,0,0,,False,False,not_converted
h2o_all_lev+2,other,3,0,False,,0,0,0,,,0,0,,False,False,not_converted
hrisskar flat-foot,other,1,0,False,,0,0,0,,,0,0,,False,False,not_converted
in_c_djamb_plain_arched,meshes,2,2,True,meshes\in_c_djamb_plain_arched.nif,1837,5,12096,tx_carvedwood_beam_01,tx_carvedwood_beam_01; tx_carvedwood_detail_knots; tx_wall_plaster_interior; tx_wood_interior_plain; tx_woodpillar_shadowed,5,5,Materials\morrowind\tx_carvedwood_beam_01.mat,True,True,complete
in_c_djamb_plain_square,meshes,6,6,True,meshes\in_c_djamb_plain_square.nif,1555,4,7400,tx_carvedwood_detail_knots,tx_carvedwood_detail_knots; tx_wall_plaster_interior; tx_wood_interior_plain; tx_woodpillar_shadowed,4,4,Materials\morrowind\tx_carvedwood_detail_knots.mat,True,True,complete
in_c_djamb_stone_arched,meshes,1,1,True,meshes\in_c_djamb_stone_arched.nif,1264,3,15522,tx_common_stone_pillar,tx_common_stone_pillar; tx_wall_workedstone_washed_01,2,2,Materials\morrowind\tx_common_stone_pillar.mat,True,True,complete
in_c_door_arched,meshes,2,2,True,meshes\in_c_door_arched.nif,1453,4,15224,tx_imp_archdoor,tx_imp_archdoor; tx_keyhole_02; tx_metal_strip_01; tx_wood_interior_plain,4,4,Materials\morrowind\tx_imp_archdoor.mat,True,True,complete
in_c_doorframe_01,meshes,1,1,True,meshes\in_c_doorframe_01.nif,1204,3,4772,tx_wood_interior_plain,tx_wood_interior_plain; tx_woodfloor_brown; tx_woodpillar_shadowed,3,3,Materials\morrowind\tx_wood_interior_plain.mat,True,True,complete
in_c_pillar_wood,meshes,7,7,True,meshes\in_c_pillar_wood.nif,928,2,4752,tx_wood_interior_plain,tx_wood_interior_plain; tx_woodpillar_shadowed,2,2,Materials\morrowind\tx_wood_interior_plain.mat,True,True,complete
in_c_plain_3way,meshes,5,5,True,meshes\in_c_plain_3way.nif,1977,6,6644,tx_carvedwood_detail_knots,tx_carvedwood_detail_knots; tx_wall_plaster_interior; tx_wood_ceilingpanel_02; tx_wood_interior_plain; tx_woodfloor_brown; tx_woodpillar_shadowed,6,6,Materials\morrowind\tx_carvedwood_detail_knots.mat,True,True,complete
in_c_plain_corner,meshes,3,3,True,meshes\in_c_plain_corner.nif,2015,6,7104,tx_carvedwood_detail_knots,tx_carvedwood_detail_knots; tx_wall_plaster_interior; tx_wood_ceilingpanel_02; tx_wood_interior_plain; tx_woodfloor_brown; tx_woodpillar_shadowed,6,6,Materials\morrowind\tx_carvedwood_detail_knots.mat,True,True,complete
in_c_plain_endcap,meshes,1,1,True,meshes\in_c_plain_endcap.nif,2015,6,8308,tx_carvedwood_detail_knots,tx_carvedwood_detail_knots; tx_wall_plaster_interior; tx_wood_ceilingpanel_02; tx_wood_interior_plain; tx_woodfloor_brown; tx_woodpillar_shadowed,6,6,Materials\morrowind\tx_carvedwood_detail_knots.mat,True,True,complete
in_c_plain_hall_small,meshes,6,6,True,meshes\in_c_plain_hall_small.nif,2091,6,7324,tx_carvedwood_detail_knots,tx_carvedwood_detail_knots; tx_wall_plaster_interior; tx_wood_ceilingpanel_02; tx_wood_interior_plain; tx_woodfloor_brown; tx_woodpillar_shadowed,6,6,Materials\morrowind\tx_carvedwood_detail_knots.mat,True,True,complete
in_c_plain_room_corner,meshes,18,18,True,meshes\in_c_plain_room_corner.nif,2389,7,9244,tx_carvedwood_beam_01,tx_carvedwood_beam_01; tx_carvedwood_detail_knots; tx_wall_plaster_interior; tx_wood_ceilingpanel_02; tx_wood_interior_plain; tx_woodfloor_brown; tx_woodpillar_shadowed,7,7,Materials\morrowind\tx_carvedwood_beam_01.mat,True,True,complete
in_c_plain_room_entry,meshes,3,3,True,meshes\in_c_plain_room_entry.nif,1805,5,6710,tx_carvedwood_beam_01,tx_carvedwood_beam_01; tx_wood_ceilingpanel_02; tx_wood_interior_plain; tx_woodfloor_brown; tx_woodpillar_shadowed,5,5,Materials\morrowind\tx_carvedwood_beam_01.mat,True,True,complete
in_c_plain_room_side,meshes,7,7,True,meshes\in_c_plain_room_side.nif,2345,7,7604,tx_carvedwood_beam_01,tx_carvedwood_beam_01; tx_carvedwood_detail_knots; tx_wall_plaster_interior; tx_wood_ceilingpanel_02; tx_wood_interior_plain; tx_woodfloor_brown; tx_woodpillar_shadowed,7,7,Materials\morrowind\tx_carvedwood_beam_01.mat,True,True,complete
in_c_plain_stair_short,meshes,1,1,True,meshes\in_c_plain_stair_short.nif,2105,6,8604,tx_carvedwood_beam_01,tx_carvedwood_beam_01; tx_wall_plaster_interior; tx_wood_ceilingpanel_02; tx_wood_interior_plain; tx_woodfloor_brown; tx_woodpillar_shadowed,6,6,Materials\morrowind\tx_carvedwood_beam_01.mat,True,True,complete
