texture_name,original_path,original_exists,original_size_bytes,upscaled_path,upscaled_exists,upscaled_size_bytes,mat_exists,mat_path,used_by_mesh_count,used_by_meshes
tx_metal_iron_rusty_01,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_metal_iron_rusty_01.dds,True,2848,textures_upscaled\tx_metal_iron_rusty_01.dds,True,22000,True,Materials\morrowind\tx_metal_iron_rusty_01.mat,5,furn_com_cauldron_01; furn_com_torch_ring_01; light_de_lantern_03; light_de_lantern_07; light_de_lantern_08
tx_metal_iron_rusty_strip_01,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_metal_iron_rusty_strip_01.dds,True,768,textures_upscaled\tx_metal_iron_rusty_strip_01.dds,True,5648,True,Materials\morrowind\tx_metal_iron_rusty_strip_01.mat,3,light_de_lantern_03; light_de_lantern_07; light_de_lantern_08
tx_metal_iron_rusty_strip_02,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_metal_iron_rusty_strip_02.dds,True,768,textures_upscaled\tx_metal_iron_rusty_strip_02.dds,True,5648,True,Materials\morrowind\tx_metal_iron_rusty_strip_02.mat,3,light_de_lantern_03; light_de_lantern_07; light_de_lantern_08
tx_metal_pewter_01,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_metal_pewter_01.dds,True,2848,textures_upscaled\tx_metal_pewter_01.dds,True,22000,True,Materials\morrowind\tx_metal_pewter_01.mat,3,misc_com_metal_goblet_02; misc_com_tankard_01; misc_com_wood_knife
tx_metal_pewter_02,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_metal_pewter_02.dds,True,11040,textures_upscaled\tx_metal_pewter_02.dds,True,87536,True,Materials\morrowind\tx_metal_pewter_02.mat,1,misc_com_metal_plate_04
tx_metal_pewter_03,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_metal_pewter_03.dds,True,11040,textures_upscaled\tx_metal_pewter_03.dds,True,87536,True,Materials\morrowind\tx_metal_pewter_03.mat,3,Light_Com_Candle_12; light_com_candle_05; misc_com_metal_plate_05
tx_metal_pewter_04,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_metal_pewter_04.dds,True,5568,textures_upscaled\tx_metal_pewter_04.dds,True,43856,True,Materials\morrowind\tx_metal_pewter_04.mat,12,Misc_Com_Pitcher_Metal_01; furn_c_t_theif_01; furn_c_t_warrior_01; furn_c_t_wizard_01; furn_com_tapestry_01; furn_com_tapestry_02; furn_com_tapestry_03; furn_com_tapestry_04; furn_com_tapestry_05; light_com_sconce_01
tx_metal_rusty_lock,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_metal_rusty_lock.dds,True,800,textures_upscaled\tx_metal_rusty_lock.dds,True,5616,True,Materials\morrowind\tx_metal_rusty_lock.mat,3,Ex_De_SN_Gate; Ex_De_Shack_Door; in_de_shack_door
tx_metal_silver,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_metal_silver.dds,True,5568,textures_upscaled\tx_metal_silver.dds,True,43856,True,Materials\morrowind\tx_metal_silver.mat,3,misc_com_silverware_fork; misc_com_silverware_knife; misc_de_fishing_pole
tx_metal_silver_strip_01,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_metal_silver_strip_01.dds,True,2816,textures_upscaled\tx_metal_silver_strip_01.dds,True,22032,True,Materials\morrowind\tx_metal_silver_strip_01.mat,3,Misc_Inkwell; misc_com_silverware_fork; misc_com_silverware_knife
tx_metal_silver_strip_02,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_metal_silver_strip_02.dds,True,1408,textures_upscaled\tx_metal_silver_strip_02.dds,True,11152,True,Materials\morrowind\tx_metal_silver_strip_02.mat,2,Misc_Inkwell; Potion_Cyro_Whiskey_01
tx_metal_strip_01,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_metal_strip_01.dds,True,2816,textures_upscaled\tx_metal_strip_01.dds,True,22032,True,Materials\morrowind\tx_metal_strip_01.mat,13,ex_common_door_01; ex_common_door_balcony; ex_common_window_01; ex_nord_door_01; ex_nord_win_01; ex_nord_win_02; furn_com_fence_03; furn_com_lantern_hook_02; in_c_door_arched; in_nord_fireplace_01
tx_metal_strip_02,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_metal_strip_02.dds,True,2816,textures_upscaled\tx_metal_strip_02.dds,True,22032,True,Materials\morrowind\tx_metal_strip_02.mat,18,Ex_De_SN_Gate; active_de_bed_30; furn_c_t_theif_01; furn_c_t_warrior_01; furn_c_t_wizard_01; furn_com_cauldron_01; furn_com_lantern_hook; furn_com_tapestry_01; furn_com_tapestry_02; furn_com_tapestry_03
tx_misc_lantern_paper_02,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_misc_lantern_paper_02.dds,True,2848,textures_upscaled\tx_misc_lantern_paper_02.dds,True,22000,True,Materials\morrowind\tx_misc_lantern_paper_02.mat,1,light_de_lantern_03
tx_misc_lantern_paper_03,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_misc_lantern_paper_03.dds,True,2848,textures_upscaled\tx_misc_lantern_paper_03.dds,True,22000,True,Materials\morrowind\tx_misc_lantern_paper_03.mat,2,light_de_lantern_07; light_de_lantern_08
tx_plate_blue,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_plate_blue.dds,True,2848,textures_upscaled\tx_plate_blue.dds,True,22000,True,Materials\morrowind\tx_plate_blue.mat,1,misc_com_plate_02
tx_plate_brown,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_plate_brown.dds,True,2848,textures_upscaled\tx_plate_brown.dds,True,22000,True,Materials\morrowind\tx_plate_brown.mat,1,misc_com_plate_01
tx_quill,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_quill.dds,True,5504,textures_upscaled\tx_quill.dds,True,22032,True,Materials\morrowind\tx_quill.mat,1,Misc_Quill
tx_redware_strip_01,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_redware_strip_01.dds,True,1472,textures_upscaled\tx_redware_strip_01.dds,True,11088,True,Materials\morrowind\tx_redware_strip_01.mat,1,Furn_Com_Planter
tx_redware_strip_02,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_redware_strip_02.dds,True,1472,textures_upscaled\tx_redware_strip_02.dds,True,11088,True,Materials\morrowind\tx_redware_strip_02.mat,1,Furn_Com_Planter
tx_rooftop_01,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_rooftop_01.dds,True,5504,textures_upscaled\tx_rooftop_01.dds,True,43920,True,Materials\morrowind\tx_rooftop_01.mat,1,ex_common_window_01
tx_rope_brown_02,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_rope_brown_02.dds,True,2848,textures_upscaled\tx_rope_brown_02.dds,True,22000,True,Materials\morrowind\tx_rope_brown_02.mat,2,ex_common_balcony_01; ex_common_house_addon
tx_rope_heavy,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_rope_heavy.dds,True,2816,textures_upscaled\tx_rope_heavy.dds,True,22032,True,Materials\morrowind\tx_rope_heavy.mat,15,Ex_De_Docks_Piling_01; Ex_De_Shack_Door; ex_de_docks_center; ex_de_docks_end; ex_de_railing_01; ex_de_railing_02; ex_de_railing_03; furn_de_firepit; furn_de_rope_03; furn_de_shack_post
tx_rope_heavy_01,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_rope_heavy_01.dds,True,2816,textures_upscaled\tx_rope_heavy_01.dds,True,22032,True,Materials\morrowind\tx_rope_heavy_01.mat,7,active_de_bed_30; furn_com_tapestry_01; furn_com_tapestry_02; furn_com_tapestry_03; furn_com_tapestry_04; furn_com_tapestry_05; light_com_chandelier_01
tx_rope_woven_01,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_rope_woven_01.dds,True,43776,textures_upscaled\tx_rope_woven_01.dds,True,174928,True,Materials\morrowind\tx_rope_woven_01.mat,1,active_de_bed_30
tx_ropestrip_01,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_ropestrip_01.dds,True,2816,textures_upscaled\tx_ropestrip_01.dds,True,22032,True,Materials\morrowind\tx_ropestrip_01.mat,4,furn_c_t_theif_01; furn_c_t_warrior_01; furn_c_t_wizard_01; furn_de_tapestry_03
tx_shack_foundation,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_shack_foundation.dds,True,43808,textures_upscaled\tx_shack_foundation.dds,True,349680,True,Materials\morrowind\tx_shack_foundation.mat,4,ex_de_shack_02; ex_de_shack_03; in_de_shack_02; in_de_shack_03
tx_shack_screen,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_shack_screen.dds,True,2848,textures_upscaled\tx_shack_screen.dds,True,22000,True,Materials\morrowind\tx_shack_screen.mat,4,ex_de_shack_02; ex_de_shack_03; in_de_shack_02; in_de_shack_03
tx_shack_thatch,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_shack_thatch.dds,True,43808,textures_upscaled\tx_shack_thatch.dds,True,349680,True,Materials\morrowind\tx_shack_thatch.mat,4,ex_de_shack_02; ex_de_shack_03; in_de_shack_02; in_de_shack_03
tx_shack_thatch_strip,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_shack_thatch_strip.dds,True,21888,textures_upscaled\tx_shack_thatch_strip.dds,True,87568,True,Materials\morrowind\tx_shack_thatch_strip.mat,2,ex_de_shack_02; ex_de_shack_03
tx_shack_wicker,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_shack_wicker.dds,True,11040,textures_upscaled\tx_shack_wicker.dds,True,87536,True,Materials\morrowind\tx_shack_wicker.mat,2,furn_de_shack_basket_01; furn_de_shack_basket_02
tx_shack_wicker_01,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_shack_wicker_01.dds,True,2816,textures_upscaled\tx_shack_wicker_01.dds,True,22032,True,Materials\morrowind\tx_shack_wicker_01.mat,2,furn_de_shack_basket_01; furn_de_shack_basket_02
tx_smokealpha00,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_smokealpha00.dds,True,5568,textures_upscaled\tx_smokealpha00.dds,True,22000,True,Materials\morrowind\tx_smokealpha00.mat,3,Light_Fire; light_com_torch_01; light_logpile10
tx_stone_bluegrey,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_stone_bluegrey.dds,True,11040,textures_upscaled\tx_stone_bluegrey.dds,True,87536,True,Materials\morrowind\tx_stone_bluegrey.mat,2,ex_common_lighthouse; in_common_lighthouse
tx_stone_darkgrey_01,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_stone_darkgrey_01.dds,True,43808,textures_upscaled\tx_stone_darkgrey_01.dds,True,349680,True,Materials\morrowind\tx_stone_darkgrey_01.mat,1,furn_de_firepit
tx_stone_plain_01,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_stone_plain_01.dds,True,11040,textures_upscaled\tx_stone_plain_01.dds,True,87536,True,Materials\morrowind\tx_stone_plain_01.mat,14,ex_common_chimney_tall; ex_drystonewall_c_01; ex_drystonewall_end_01; ex_drystonewall_s_01; ex_nord_chimney_01; ex_nord_doorf_01; ex_nord_house_01; ex_nord_house_02; ex_nord_house_03; ex_nord_rock_01
tx_straw_broom,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_straw_broom.dds,True,2848,textures_upscaled\tx_straw_broom.dds,True,22000,True,Materials\morrowind\tx_straw_broom.mat,1,misc_com_broom_01
tx_straw_woven,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_straw_woven.dds,True,11040,textures_upscaled\tx_straw_woven.dds,True,87536,True,Materials\morrowind\tx_straw_woven.mat,5,misc_com_basket_01; misc_com_bottle_01; misc_com_bottle_10; misc_com_bottle_15; misc_de_basket_01
tx_strong_brick00,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_strong_brick00.dds,True,43808,textures_upscaled\tx_strong_brick00.dds,True,349680,True,Materials\morrowind\tx_strong_brick00.mat,3,ex_common_lighthouse; furn_firepit00; in_common_lighthouse
tx_stucco_imp_02,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_stucco_imp_02.dds,True,43808,textures_upscaled\tx_stucco_imp_02.dds,True,349680,True,Materials\morrowind\tx_stucco_imp_02.mat,6,ex_common_balcony_01; ex_common_house_tall_01; ex_common_house_tall_02; ex_common_skywalk_01; ex_common_tower_thatch; in_common_tower_thatch
tx_thatch_01,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_thatch_01.dds,True,43808,textures_upscaled\tx_thatch_01.dds,True,349680,True,Materials\morrowind\tx_thatch_01.mat,13,ex_common_balcony_01; ex_common_house_addon; ex_common_house_tall_01; ex_common_house_tall_02; ex_common_skywalk_01; ex_common_tower_thatch; ex_nord_house_01; ex_nord_house_02; ex_nord_house_03; in_common_tower_thatch
tx_wall_brick_imp_01,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_wall_brick_imp_01.dds,True,43808,textures_upscaled\tx_wall_brick_imp_01.dds,True,349680,True,Materials\morrowind\tx_wall_brick_imp_01.mat,6,ex_common_house_addon; ex_common_house_tall_01; ex_common_house_tall_02; ex_common_lighthouse; ex_common_tower_thatch; in_common_tower_thatch
tx_wall_plaster_interior,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_wall_plaster_interior.dds,True,43808,textures_upscaled\tx_wall_plaster_interior.dds,True,349680,True,Materials\morrowind\tx_wall_plaster_interior.mat,12,in_c_djamb_plain_arched; in_c_djamb_plain_square; in_c_plain_3way; in_c_plain_corner; in_c_plain_endcap; in_c_plain_hall_small; in_c_plain_room_corner; in_c_plain_room_side; in_c_plain_stair_short; in_c_stair_plain_tall_01
tx_wall_stone_01,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_wall_stone_01.dds,True,43808,textures_upscaled\tx_wall_stone_01.dds,True,349680,True,Materials\morrowind\tx_wall_stone_01.mat,16,ex_common_chimney_tall; ex_common_house_addon; ex_common_house_tall_01; ex_common_house_tall_02; ex_common_lighthouse; ex_common_tower_thatch; ex_drystonewall_c_01; ex_drystonewall_end_01; ex_drystonewall_s_01; ex_nord_house_01
tx_wall_stuccostone_01,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_wall_stuccostone_01.dds,True,43808,textures_upscaled\tx_wall_stuccostone_01.dds,True,349680,True,Materials\morrowind\tx_wall_stuccostone_01.mat,7,ex_common_house_addon; ex_common_house_tall_01; ex_common_house_tall_02; ex_common_tower_thatch; ex_nord_house_03; in_common_tower_thatch; in_nord_house_03
tx_wall_stuccostone_el_01,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_wall_stuccostone_el_01.dds,True,5504,textures_upscaled\tx_wall_stuccostone_el_01.dds,True,43920,True,Materials\morrowind\tx_wall_stuccostone_el_01.mat,3,ex_common_house_tall_02; ex_nord_house_03; in_nord_house_03
tx_wall_stuccostone_er_01,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_wall_stuccostone_er_01.dds,True,5504,textures_upscaled\tx_wall_stuccostone_er_01.dds,True,43920,True,Materials\morrowind\tx_wall_stuccostone_er_01.mat,3,ex_common_house_tall_02; ex_nord_house_03; in_nord_house_03
tx_wall_workedstone_washed_01,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_wall_workedstone_washed_01.dds,True,43808,textures_upscaled\tx_wall_workedstone_washed_01.dds,True,349680,True,Materials\morrowind\tx_wall_workedstone_washed_01.mat,5,in_c_djamb_stone_arched; in_c_stone_3way; in_c_stone_corner; in_c_stone_endcap; in_c_stone_hall_small
tx_wax_aqua_02,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_wax_aqua_02.dds,True,2848,textures_upscaled\tx_wax_aqua_02.dds,True,22000,True,Materials\morrowind\tx_wax_aqua_02.mat,3,Light_Com_Candle_11; Light_Com_Candle_12; light_com_candle_05
tx_wax_tan_03,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_wax_tan_03.dds,True,2848,textures_upscaled\tx_wax_tan_03.dds,True,22000,True,Materials\morrowind\tx_wax_tan_03.mat,9,Light_Com_Candle_01; light_com_candle_07; light_com_chandelier_01; light_com_chandelier_03; light_com_lamp_01; light_com_lamp_02; light_com_lantern_02; light_com_sconce_01; light_com_sconce_02
tx_wicker_brown_02,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_wicker_brown_02.dds,True,5568,textures_upscaled\tx_wicker_brown_02.dds,True,43856,True,Materials\morrowind\tx_wicker_brown_02.mat,1,active_de_bedroll
tx_wicker_tan,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_wicker_tan.dds,True,2848,textures_upscaled\tx_wicker_tan.dds,True,22000,True,Materials\morrowind\tx_wicker_tan.mat,3,Misc_Com_Bottle_04; misc_com_basket_02; misc_com_bottle_09
tx_window_diamond_01,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_window_diamond_01.dds,True,5568,textures_upscaled\tx_window_diamond_01.dds,True,43856,True,Materials\morrowind\tx_window_diamond_01.mat,1,ex_common_window_01
tx_window_pane,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_window_pane.dds,True,5568,textures_upscaled\tx_window_pane.dds,True,22000,True,Materials\morrowind\tx_window_pane.mat,1,light_com_lantern_02
tx_wood_barnacle_01,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_wood_barnacle_01.dds,True,11040,textures_upscaled\tx_wood_barnacle_01.dds,True,87536,True,Materials\morrowind\tx_wood_barnacle_01.mat,2,ex_de_docks_center; ex_de_docks_end
tx_wood_barnacle_02,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_wood_barnacle_02.dds,True,11040,textures_upscaled\tx_wood_barnacle_02.dds,True,87536,True,Materials\morrowind\tx_wood_barnacle_02.mat,2,ex_de_docks_center; ex_de_docks_end
tx_wood_baseboard_01,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_wood_baseboard_01.dds,True,2816,textures_upscaled\tx_wood_baseboard_01.dds,True,22032,True,Materials\morrowind\tx_wood_baseboard_01.mat,5,ex_common_door_01; in_nord_house_01; in_nord_house_02; in_nord_house_03; light_com_lantern_02
tx_wood_brown_box_01,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_wood_brown_box_01.dds,True,11040,textures_upscaled\tx_wood_brown_box_01.dds,True,87536,True,Materials\morrowind\tx_wood_brown_box_01.mat,2,furn_crate_lid_01; furn_crate_open_01
tx_wood_brown_metal,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_wood_brown_metal.dds,True,11040,textures_upscaled\tx_wood_brown_metal.dds,True,87536,True,Materials\morrowind\tx_wood_brown_metal.mat,1,Furn_Com_Kegstand
tx_wood_brown_posts_02,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_wood_brown_posts_02.dds,True,11040,textures_upscaled\tx_wood_brown_posts_02.dds,True,87536,True,Materials\morrowind\tx_wood_brown_posts_02.mat,31,ex_common_balcony_01; ex_common_door_balcony; ex_common_house_addon; ex_common_house_tall_01; ex_common_house_tall_02; ex_common_skywalk_01; ex_common_tower_thatch; ex_common_window_01; ex_nord_door_01; ex_nord_doorf_01
tx_wood_brown_rings_01,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_wood_brown_rings_01.dds,True,2848,textures_upscaled\tx_wood_brown_rings_01.dds,True,22000,True,Materials\morrowind\tx_wood_brown_rings_01.mat,10,ex_common_balcony_01; ex_common_house_tall_01; ex_nord_house_01; ex_nord_house_02; ex_nord_house_03; furn_log_01; furn_log_03; furn_log_04; in_nord_house_01; in_nord_house_02
tx_wood_brown_shelf,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_wood_brown_shelf.dds,True,11040,textures_upscaled\tx_wood_brown_shelf.dds,True,87536,True,Materials\morrowind\tx_wood_brown_shelf.mat,13,Furn_Com_Kegstand; furn_c_t_theif_01; furn_c_t_warrior_01; furn_c_t_wizard_01; furn_com_tapestry_01; furn_com_tapestry_02; furn_com_tapestry_03; furn_com_tapestry_04; furn_com_tapestry_05; light_com_chandelier_03
tx_wood_brown_shield,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_wood_brown_shield.dds,True,11040,textures_upscaled\tx_wood_brown_shield.dds,True,87536,True,Materials\morrowind\tx_wood_brown_shield.mat,1,furn_com_coatofarms_01
tx_wood_brown_strip,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_wood_brown_strip.dds,True,768,textures_upscaled\tx_wood_brown_strip.dds,True,5648,True,Materials\morrowind\tx_wood_brown_strip.mat,3,furn_com_coatofarms_01; light_com_sconce_01; light_com_sconce_02
tx_wood_ceilingpanel_02,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_wood_ceilingpanel_02.dds,True,11040,textures_upscaled\tx_wood_ceilingpanel_02.dds,True,87536,True,Materials\morrowind\tx_wood_ceilingpanel_02.mat,10,in_c_plain_3way; in_c_plain_corner; in_c_plain_endcap; in_c_plain_hall_small; in_c_plain_room_corner; in_c_plain_room_entry; in_c_plain_room_side; in_c_plain_stair_short; in_c_stair_plain_tall_01; in_c_stair_plain_tall_02
tx_wood_cherry,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_wood_cherry.dds,True,11040,textures_upscaled\tx_wood_cherry.dds,True,87536,True,Materials\morrowind\tx_wood_cherry.mat,1,Misc_Com_Wood_Bowl_05
tx_wood_coatofarms_01,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_wood_coatofarms_01.dds,True,11040,textures_upscaled\tx_wood_coatofarms_01.dds,True,87536,True,Materials\morrowind\tx_wood_coatofarms_01.mat,1,furn_com_coatofarms_01
tx_wood_dock_rings,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_wood_dock_rings.dds,True,2848,textures_upscaled\tx_wood_dock_rings.dds,True,22000,True,Materials\morrowind\tx_wood_dock_rings.mat,11,Ex_De_SN_Gate; ex_common_plat_cent; ex_common_plat_corn; ex_common_plat_end; ex_de_docks_center; ex_de_docks_end; ex_de_docks_steps_01; ex_de_shack_plank_01; ex_de_shack_plank_02; misc_com_broom_01
tx_wood_docks_01,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_wood_docks_01.dds,True,21952,textures_upscaled\tx_wood_docks_01.dds,True,174928,True,Materials\morrowind\tx_wood_docks_01.mat,11,ex_common_plat_cent; ex_common_plat_corn; ex_common_plat_end; ex_de_docks_center; ex_de_docks_end; ex_de_docks_steps_01; ex_de_oar; ex_de_shack_plank_01; ex_de_shack_plank_02; misc_com_broom_01
tx_wood_grey_planks_01,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_wood_grey_planks_01.dds,True,11040,textures_upscaled\tx_wood_grey_planks_01.dds,True,87536,True,Materials\morrowind\tx_wood_grey_planks_01.mat,9,ex_com_dframe_lthus; ex_common_house_tall_02; ex_common_lighthouse; ex_common_skywalk_01; in_c_stone_3way; in_c_stone_corner; in_c_stone_endcap; in_c_stone_hall_small; misc_com_bucket_01
tx_wood_greyplanks,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_wood_greyplanks.dds,True,43808,textures_upscaled\tx_wood_greyplanks.dds,True,349680,True,Materials\morrowind\tx_wood_greyplanks.mat,2,in_common_lighthouse; in_common_tower_thatch
tx_wood_interior_plain,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_wood_interior_plain.dds,True,11008,textures_upscaled\tx_wood_interior_plain.dds,True,87568,True,Materials\morrowind\tx_wood_interior_plain.mat,19,in_c_djamb_plain_arched; in_c_djamb_plain_square; in_c_door_arched; in_c_doorframe_01; in_c_pillar_wood; in_c_plain_3way; in_c_plain_corner; in_c_plain_endcap; in_c_plain_hall_small; in_c_plain_room_corner
tx_wood_interior_plain_01,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_wood_interior_plain_01.dds,True,11008,textures_upscaled\tx_wood_interior_plain_01.dds,True,87568,True,Materials\morrowind\tx_wood_interior_plain_01.mat,8,Misc_Com_Wood_Bowl_01; misc_com_wood_bowl_04; misc_com_wood_cup_01; misc_com_wood_cup_02; misc_com_wood_fork; misc_com_wood_knife; misc_com_wood_spoon_01; misc_com_wood_spoon_02
tx_wood_khaki_01,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_wood_khaki_01.dds,True,21952,textures_upscaled\tx_wood_khaki_01.dds,True,174928,True,Materials\morrowind\tx_wood_khaki_01.mat,3,furn_log_04; light_com_chandelier_01; misc_com_wood_bowl_02
tx_wood_oldwood_rings,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_wood_oldwood_rings.dds,True,2848,textures_upscaled\tx_wood_oldwood_rings.dds,True,22000,True,Materials\morrowind\tx_wood_oldwood_rings.mat,1,furn_de_tapestry_03
tx_wood_oldwood_scarred,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_wood_oldwood_scarred.dds,True,11040,textures_upscaled\tx_wood_oldwood_scarred.dds,True,87536,True,Materials\morrowind\tx_wood_oldwood_scarred.mat,1,furn_de_tapestry_03
tx_wood_shack_door,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_wood_shack_door.dds,True,21952,textures_upscaled\tx_wood_shack_door.dds,True,174928,True,Materials\morrowind\tx_wood_shack_door.mat,2,Ex_De_Shack_Door; in_de_shack_door
tx_wood_siding,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_wood_siding.dds,True,43808,textures_upscaled\tx_wood_siding.dds,True,349680,True,Materials\morrowind\tx_wood_siding.mat,7,ex_common_plat_cent; ex_common_plat_corn; ex_common_plat_end; ex_de_shack_02; ex_de_shack_03; in_de_shack_02; in_de_shack_03
tx_wood_siding_01,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_wood_siding_01.dds,True,43808,textures_upscaled\tx_wood_siding_01.dds,True,349680,True,Materials\morrowind\tx_wood_siding_01.mat,5,Ex_De_SN_Gate; ex_de_shack_02; ex_de_shack_03; in_de_shack_02; in_de_shack_03
tx_wood_tan_rings_01,C:\Users\max\Projects\Morrowind\raw_assets\Morrowind_Full\textures\tx_wood_tan_rings_01.dds,True,2848,textures_upscaled\tx_wood_tan_rings_01.dds,True,22000,True,Materials\morrowind\tx_wood_tan_rings_01.mat,1,Furn_Com_Kegstand
